,concept:name,org:resource,time:timestamp,Activity,Resource,lifecycle:transition,eventId,case:concept
1111,get_glass,0,2020-03-22 03:51:00+00:00,get_glass,0,complete,1111,process_case
1112,go_kitchen_sink,0,2020-03-22 03:51:00+00:00,go_kitchen_sink,0,complete,1112,process_case
1113,get_water,0,2020-03-22 03:51:00+00:00,get_water,0,start,1113,process_case
1114,noise 20,0,2020-03-22 03:51:00+00:00,noise 20,0,complete,1114,process_case
1115,get_water,0,2020-03-22 03:51:00+00:00,get_water,0,complete,1115,process_case
1116,drink_water,0,2020-03-22 03:51:00+00:00,drink_water,0,start,1116,process_case
1117,noise 10,0,2020-03-22 03:51:00+00:00,noise 10,0,complete,1117,process_case
1118,drink_water,0,2020-03-22 03:53:00+00:00,drink_water,0,complete,1118,process_case
1119,go_computer_chair,0,2020-03-22 03:53:00+00:00,go_computer_chair,0,complete,1119,process_case
1120,go_computer_chair,0,2020-03-22 03:54:00+00:00,go_computer_chair,0,complete,1120,process_case
1121,noise 5,0,2020-03-22 03:54:00+00:00,noise 5,0,complete,1121,process_case
1122,use_the_computer,0,2020-03-22 05:00:00+00:00,use_the_computer,0,complete,1122,process_case
1123,go_computer,0,2020-03-22 05:00:00+00:00,go_computer,0,complete,1123,process_case
1124,switch_computer_off,0,2020-03-22 05:00:00+00:00,switch_computer_off,0,start,1124,process_case
1125,noise 20,0,2020-03-22 05:00:00+00:00,noise 20,0,complete,1125,process_case
1126,go_chair,0,2020-03-22 05:01:00+00:00,go_chair,0,complete,1126,process_case
1127,rest_in_chair,0,2020-03-22 05:01:00+00:00,rest_in_chair,0,start,1127,process_case
1128,noise 5,0,2020-03-22 05:01:00+00:00,noise 5,0,complete,1128,process_case
1129,rest_in_chair,0,2020-03-22 05:18:00+00:00,rest_in_chair,0,complete,1129,process_case
1130,go_kitchen_shelf,0,2020-03-22 05:18:00+00:00,go_kitchen_shelf,0,complete,1130,process_case
1131,get_glass,0,2020-03-22 05:18:00+00:00,get_glass,0,start,1131,process_case
1132,noise 20,0,2020-03-22 05:18:00+00:00,noise 20,0,complete,1132,process_case
1133,get_glass,0,2020-03-22 05:18:00+00:00,get_glass,0,complete,1133,process_case
1134,go_kitchen_sink,0,2020-03-22 05:18:00+00:00,go_kitchen_sink,0,complete,1134,process_case
1135,get_water,0,2020-03-22 05:18:00+00:00,get_water,0,start,1135,process_case
1136,noise 20,0,2020-03-22 05:18:00+00:00,noise 20,0,complete,1136,process_case
1137,get_water,0,2020-03-22 05:18:00+00:00,get_water,0,complete,1137,process_case
1138,drink_water,0,2020-03-22 05:18:00+00:00,drink_water,0,start,1138,process_case
1139,noise 10,0,2020-03-22 05:18:00+00:00,noise 10,0,complete,1139,process_case
1140,drink_water,0,2020-03-22 05:20:00+00:00,drink_water,0,complete,1140,process_case
1141,go_chair,0,2020-03-22 05:20:00+00:00,go_chair,0,complete,1141,process_case
1142,rest_in_chair,0,2020-03-22 05:20:00+00:00,rest_in_chair,0,start,1142,process_case
1143,noise 5,0,2020-03-22 05:20:00+00:00,noise 5,0,complete,1143,process_case
1144,rest_in_chair,0,2020-03-22 05:39:00+00:00,rest_in_chair,0,complete,1144,process_case
1145,go_chair,0,2020-03-22 05:39:00+00:00,go_chair,0,complete,1145,process_case
1146,rest_in_chair,0,2020-03-22 05:39:00+00:00,rest_in_chair,0,start,1146,process_case
1147,rest_in_chair,0,2020-03-22 05:57:00+00:00,rest_in_chair,0,complete,1147,process_case
1148,go_chair,0,2020-03-22 05:57:00+00:00,go_chair,0,complete,1148,process_case
1149,rest_in_chair,0,2020-03-22 05:57:00+00:00,rest_in_chair,0,start,1149,process_case
1150,rest_in_chair,0,2020-03-22 06:22:00+00:00,rest_in_chair,0,complete,1150,process_case
1151,go_wc,0,2020-03-22 06:22:00+00:00,go_wc,0,complete,1151,process_case
1152,go_wc,0,2020-03-22 06:23:00+00:00,go_wc,0,complete,1152,process_case
1153,wc_do,0,2020-03-22 06:23:00+00:00,wc_do,0,start,1153,process_case
1154,noise 10,0,2020-03-22 06:23:00+00:00,noise 10,0,complete,1154,process_case
1155,wc_do,0,2020-03-22 06:26:00+00:00,wc_do,0,complete,1155,process_case
1156,wc_flush,0,2020-03-22 06:26:00+00:00,wc_flush,0,start,1156,process_case
1157,noise 20,0,2020-03-22 06:26:00+00:00,noise 20,0,complete,1157,process_case
1158,wc_flush,0,2020-03-22 06:27:00+00:00,wc_flush,0,complete,1158,process_case
1159,go_bathroom_sink,0,2020-03-22 06:27:00+00:00,go_bathroom_sink,0,complete,1159,process_case
1160,wash_hands,0,2020-03-22 06:27:00+00:00,wash_hands,0,start,1160,process_case
1161,wash_hands,0,2020-03-22 06:27:00+00:00,wash_hands,0,complete,1161,process_case
1162,go_chair,0,2020-03-22 06:27:00+00:00,go_chair,0,complete,1162,process_case
1163,rest_in_chair,0,2020-03-22 06:27:00+00:00,rest_in_chair,0,start,1163,process_case
1164,noise 5,0,2020-03-22 06:27:00+00:00,noise 5,0,complete,1164,process_case
1165,rest_in_chair,0,2020-03-22 06:48:00+00:00,rest_in_chair,0,complete,1165,process_case
1166,go_kitchen_shelf,0,2020-03-22 06:48:00+00:00,go_kitchen_shelf,0,complete,1166,process_case
1167,go_kitchen_shelf,0,2020-03-22 06:49:00+00:00,go_kitchen_shelf,0,complete,1167,process_case
1168,get_glass,0,2020-03-22 06:49:00+00:00,get_glass,0,start,1168,process_case
1169,noise 20,0,2020-03-22 06:49:00+00:00,noise 20,0,complete,1169,process_case
1170,get_glass,0,2020-03-22 06:49:00+00:00,get_glass,0,complete,1170,process_case
1171,go_kitchen_sink,0,2020-03-22 06:49:00+00:00,go_kitchen_sink,0,complete,1171,process_case
1172,get_water,0,2020-03-22 06:49:00+00:00,get_water,0,start,1172,process_case
1173,noise 20,0,2020-03-22 06:49:00+00:00,noise 20,0,complete,1173,process_case
1174,get_water,0,2020-03-22 06:49:00+00:00,get_water,0,complete,1174,process_case
1175,drink_water,0,2020-03-22 06:49:00+00:00,drink_water,0,start,1175,process_case
1176,noise 10,0,2020-03-22 06:49:00+00:00,noise 10,0,complete,1176,process_case
1177,drink_water,0,2020-03-22 06:51:00+00:00,drink_water,0,complete,1177,process_case
1178,go_chair,0,2020-03-22 06:51:00+00:00,go_chair,0,complete,1178,process_case
1179,rest_in_chair,0,2020-03-22 06:51:00+00:00,rest_in_chair,0,start,1179,process_case
1180,noise 5,0,2020-03-22 06:51:00+00:00,noise 5,0,complete,1180,process_case
1181,rest_in_chair,0,2020-03-22 07:14:00+00:00,rest_in_chair,0,complete,1181,process_case
1182,go_chair,0,2020-03-22 07:14:00+00:00,go_chair,0,complete,1182,process_case
1183,rest_in_chair,0,2020-03-22 07:14:00+00:00,rest_in_chair,0,start,1183,process_case
1184,rest_in_chair,0,2020-03-22 07:29:00+00:00,rest_in_chair,0,complete,1184,process_case
1185,go_chair,0,2020-03-22 07:29:00+00:00,go_chair,0,complete,1185,process_case
1186,rest_in_chair,0,2020-03-22 07:29:00+00:00,rest_in_chair,0,start,1186,process_case
1187,rest_in_chair,0,2020-03-22 07:48:00+00:00,rest_in_chair,0,complete,1187,process_case
1188,go_bathroom_sink,0,2020-03-22 07:48:00+00:00,go_bathroom_sink,0,complete,1188,process_case
1189,wash_hands,0,2020-03-22 07:48:00+00:00,wash_hands,0,start,1189,process_case
1190,wash_hands,0,2020-03-22 07:48:00+00:00,wash_hands,0,complete,1190,process_case
1191,go_fridge,0,2020-03-22 07:48:00+00:00,go_fridge,0,complete,1191,process_case
1192,get_food_from_fridge,0,2020-03-22 07:48:00+00:00,get_food_from_fridge,0,start,1192,process_case
1193,noise 20,0,2020-03-22 07:48:00+00:00,noise 20,0,complete,1193,process_case
1194,get_food_from_fridge,0,2020-03-22 07:49:00+00:00,get_food_from_fridge,0,complete,1194,process_case
1195,go_kitchen_shelf,0,2020-03-22 07:49:00+00:00,go_kitchen_shelf,0,complete,1195,process_case
1196,get_bread,0,2020-03-22 07:49:00+00:00,get_bread,0,start,1196,process_case
1197,noise 20,0,2020-03-22 07:49:00+00:00,noise 20,0,complete,1197,process_case
1198,get_bread,0,2020-03-22 07:50:00+00:00,get_bread,0,complete,1198,process_case
1199,go_dining_table,0,2020-03-22 07:50:00+00:00,go_dining_table,0,complete,1199,process_case
1200,eat_cold_meal,0,2020-03-22 07:50:00+00:00,eat_cold_meal,0,start,1200,process_case
1201,noise 10,0,2020-03-22 07:50:00+00:00,noise 10,0,complete,1201,process_case
1202,eat_cold_meal,0,2020-03-22 08:20:00+00:00,eat_cold_meal,0,complete,1202,process_case
1203,go_kitchen_sink,0,2020-03-22 08:20:00+00:00,go_kitchen_sink,0,complete,1203,process_case
1204,put_plate_to_sink,0,2020-03-22 08:20:00+00:00,put_plate_to_sink,0,start,1204,process_case
1205,noise 20,0,2020-03-22 08:20:00+00:00,noise 20,0,complete,1205,process_case
1206,put_plate_to_sink,0,2020-03-22 08:20:00+00:00,put_plate_to_sink,0,complete,1206,process_case
1207,go_kitchen_shelf,0,2020-03-22 08:20:00+00:00,go_kitchen_shelf,0,complete,1207,process_case
1208,get_glass,0,2020-03-22 08:20:00+00:00,get_glass,0,start,1208,process_case
1209,noise 20,0,2020-03-22 08:20:00+00:00,noise 20,0,complete,1209,process_case
1210,get_glass,0,2020-03-22 08:21:00+00:00,get_glass,0,complete,1210,process_case
1211,go_kitchen_sink,0,2020-03-22 08:21:00+00:00,go_kitchen_sink,0,complete,1211,process_case
1212,get_water,0,2020-03-22 08:21:00+00:00,get_water,0,start,1212,process_case
1213,noise 20,0,2020-03-22 08:21:00+00:00,noise 20,0,complete,1213,process_case
1214,get_water,0,2020-03-22 08:21:00+00:00,get_water,0,complete,1214,process_case
1215,drink_water,0,2020-03-22 08:21:00+00:00,drink_water,0,start,1215,process_case
1216,noise 10,0,2020-03-22 08:21:00+00:00,noise 10,0,complete,1216,process_case
1217,drink_water,0,2020-03-22 08:23:00+00:00,drink_water,0,complete,1217,process_case
1218,go_chair,0,2020-03-22 08:23:00+00:00,go_chair,0,complete,1218,process_case
1219,rest_in_chair,0,2020-03-22 08:23:00+00:00,rest_in_chair,0,start,1219,process_case
1220,noise 5,0,2020-03-22 08:23:00+00:00,noise 5,0,complete,1220,process_case
1221,rest_in_chair,0,2020-03-22 08:42:00+00:00,rest_in_chair,0,complete,1221,process_case
1222,go_chair,0,2020-03-22 08:42:00+00:00,go_chair,0,complete,1222,process_case
1223,rest_in_chair,0,2020-03-22 08:42:00+00:00,rest_in_chair,0,start,1223,process_case
1224,rest_in_chair,0,2020-03-22 09:06:00+00:00,rest_in_chair,0,complete,1224,process_case
1225,go_computer,0,2020-03-22 09:06:00+00:00,go_computer,0,complete,1225,process_case
1226,go_computer,0,2020-03-22 09:07:00+00:00,go_computer,0,complete,1226,process_case
1227,noise 20,0,2020-03-22 09:07:00+00:00,noise 20,0,complete,1227,process_case
1228,switch_computer_off,0,2020-03-22 09:07:00+00:00,switch_computer_off,0,complete,1228,process_case
1229,go_chair,0,2020-03-22 09:07:00+00:00,go_chair,0,complete,1229,process_case
1230,rest_in_chair,0,2020-03-22 09:07:00+00:00,rest_in_chair,0,start,1230,process_case
1231,noise 5,0,2020-03-22 09:07:00+00:00,noise 5,0,complete,1231,process_case
1232,rest_in_chair,0,2020-03-22 09:27:00+00:00,rest_in_chair,0,complete,1232,process_case
1233,go_chair,0,2020-03-22 09:27:00+00:00,go_chair,0,complete,1233,process_case
1234,rest_in_chair,0,2020-03-22 09:27:00+00:00,rest_in_chair,0,start,1234,process_case
1235,rest_in_chair,0,2020-03-22 09:49:00+00:00,rest_in_chair,0,complete,1235,process_case
1236,go_kitchen_shelf,0,2020-03-22 09:49:00+00:00,go_kitchen_shelf,0,complete,1236,process_case
1237,get_glass,0,2020-03-22 09:49:00+00:00,get_glass,0,start,1237,process_case
1238,noise 20,0,2020-03-22 09:49:00+00:00,noise 20,0,complete,1238,process_case
1239,get_glass,0,2020-03-22 09:50:00+00:00,get_glass,0,complete,1239,process_case
1240,go_kitchen_sink,0,2020-03-22 09:50:00+00:00,go_kitchen_sink,0,complete,1240,process_case
1241,get_water,0,2020-03-22 09:50:00+00:00,get_water,0,start,1241,process_case
1242,noise 20,0,2020-03-22 09:50:00+00:00,noise 20,0,complete,1242,process_case
1243,get_water,0,2020-03-22 09:50:00+00:00,get_water,0,complete,1243,process_case
1244,drink_water,0,2020-03-22 09:50:00+00:00,drink_water,0,start,1244,process_case
1245,noise 10,0,2020-03-22 09:50:00+00:00,noise 10,0,complete,1245,process_case
1246,drink_water,0,2020-03-22 09:51:00+00:00,drink_water,0,complete,1246,process_case
1247,go_wc,0,2020-03-22 09:51:00+00:00,go_wc,0,complete,1247,process_case
1248,go_wc,0,2020-03-22 09:52:00+00:00,go_wc,0,complete,1248,process_case
1249,wc_do,0,2020-03-22 09:52:00+00:00,wc_do,0,start,1249,process_case
1250,noise 10,0,2020-03-22 09:52:00+00:00,noise 10,0,complete,1250,process_case
1251,wc_do,0,2020-03-22 09:55:00+00:00,wc_do,0,complete,1251,process_case
1252,wc_flush,0,2020-03-22 09:55:00+00:00,wc_flush,0,start,1252,process_case
1253,noise 20,0,2020-03-22 09:55:00+00:00,noise 20,0,complete,1253,process_case
1254,wc_flush,0,2020-03-22 09:55:00+00:00,wc_flush,0,complete,1254,process_case
1255,go_bathroom_sink,0,2020-03-22 09:55:00+00:00,go_bathroom_sink,0,complete,1255,process_case
1256,wash_hands,0,2020-03-22 09:55:00+00:00,wash_hands,0,start,1256,process_case
1257,wash_hands,0,2020-03-22 09:55:00+00:00,wash_hands,0,complete,1257,process_case
1258,go_chair,0,2020-03-22 09:55:00+00:00,go_chair,0,complete,1258,process_case
1259,go_chair,0,2020-03-22 09:56:00+00:00,go_chair,0,complete,1259,process_case
1260,rest_in_chair,0,2020-03-22 09:56:00+00:00,rest_in_chair,0,start,1260,process_case
1261,noise 5,0,2020-03-22 09:56:00+00:00,noise 5,0,complete,1261,process_case
1262,rest_in_chair,0,2020-03-22 10:12:00+00:00,rest_in_chair,0,complete,1262,process_case
1263,go_entrace,0,2020-03-22 10:12:00+00:00,go_entrace,0,complete,1263,process_case
1264,interact_with_man,0,2020-03-22 10:12:00+00:00,interact_with_man,0,start,1264,process_case
1265,noise 20,0,2020-03-22 10:12:00+00:00,noise 20,0,complete,1265,process_case
1266,interact_with_man,0,2020-03-22 10:14:00+00:00,interact_with_man,0,complete,1266,process_case
1267,go_computer,0,2020-03-22 10:14:00+00:00,go_computer,0,complete,1267,process_case
1268,go_computer,0,2020-03-22 10:15:00+00:00,go_computer,0,complete,1268,process_case
1269,switch_computer_on,0,2020-03-22 10:15:00+00:00,switch_computer_on,0,start,1269,process_case
1270,noise 20,0,2020-03-22 10:15:00+00:00,noise 20,0,complete,1270,process_case
1271,switch_computer_on,0,2020-03-22 10:15:00+00:00,switch_computer_on,0,complete,1271,process_case
1272,go_computer_chair,0,2020-03-22 10:15:00+00:00,go_computer_chair,0,complete,1272,process_case
1273,use_the_computer,0,2020-03-22 10:15:00+00:00,use_the_computer,0,start,1273,process_case
1274,noise 5,0,2020-03-22 10:15:00+00:00,noise 5,0,complete,1274,process_case
1275,use_the_computer,0,2020-03-22 11:48:00+00:00,use_the_computer,0,complete,1275,process_case
1276,go_computer,0,2020-03-22 11:48:00+00:00,go_computer,0,complete,1276,process_case
1277,switch_computer_off,0,2020-03-22 11:48:00+00:00,switch_computer_off,0,start,1277,process_case
1278,noise 20,0,2020-03-22 11:48:00+00:00,noise 20,0,complete,1278,process_case
1279,switch_computer_off,0,2020-03-22 11:48:00+00:00,switch_computer_off,0,complete,1279,process_case
1280,go_kitchen_shelf,0,2020-03-22 11:48:00+00:00,go_kitchen_shelf,0,complete,1280,process_case
1281,go_kitchen_shelf,0,2020-03-22 11:49:00+00:00,go_kitchen_shelf,0,complete,1281,process_case
1282,get_glass,0,2020-03-22 11:49:00+00:00,get_glass,0,start,1282,process_case
1283,noise 20,0,2020-03-22 11:49:00+00:00,noise 20,0,complete,1283,process_case
1284,get_glass,0,2020-03-22 11:49:00+00:00,get_glass,0,complete,1284,process_case
1285,go_kitchen_sink,0,2020-03-22 11:49:00+00:00,go_kitchen_sink,0,complete,1285,process_case
1286,get_water,0,2020-03-22 11:49:00+00:00,get_water,0,start,1286,process_case
1287,noise 20,0,2020-03-22 11:49:00+00:00,noise 20,0,complete,1287,process_case
1288,get_water,0,2020-03-22 11:49:00+00:00,get_water,0,complete,1288,process_case
1289,drink_water,0,2020-03-22 11:49:00+00:00,drink_water,0,start,1289,process_case
1290,noise 10,0,2020-03-22 11:49:00+00:00,noise 10,0,complete,1290,process_case
1291,drink_water,0,2020-03-22 11:51:00+00:00,drink_water,0,complete,1291,process_case
1292,go_chair,0,2020-03-22 11:51:00+00:00,go_chair,0,complete,1292,process_case
1293,rest_in_chair,0,2020-03-22 11:51:00+00:00,rest_in_chair,0,start,1293,process_case
1294,noise 5,0,2020-03-22 11:51:00+00:00,noise 5,0,complete,1294,process_case
1295,rest_in_chair,0,2020-03-22 12:09:00+00:00,rest_in_chair,0,complete,1295,process_case
1296,go_chair,0,2020-03-22 12:09:00+00:00,go_chair,0,complete,1296,process_case
1297,rest_in_chair,0,2020-03-22 12:09:00+00:00,rest_in_chair,0,start,1297,process_case
1298,rest_in_chair,0,2020-03-22 12:33:00+00:00,rest_in_chair,0,complete,1298,process_case
1299,go_chair,0,2020-03-22 12:33:00+00:00,go_chair,0,complete,1299,process_case
1300,rest_in_chair,0,2020-03-22 12:33:00+00:00,rest_in_chair,0,start,1300,process_case
1301,rest_in_chair,0,2020-03-22 12:56:00+00:00,rest_in_chair,0,complete,1301,process_case
1302,go_kitchen_shelf,0,2020-03-22 12:56:00+00:00,go_kitchen_shelf,0,complete,1302,process_case
1303,get_glass,0,2020-03-22 12:56:00+00:00,get_glass,0,start,1303,process_case
1304,noise 20,0,2020-03-22 12:56:00+00:00,noise 20,0,complete,1304,process_case
1305,get_glass,0,2020-03-22 12:56:00+00:00,get_glass,0,complete,1305,process_case
1306,go_kitchen_sink,0,2020-03-22 12:56:00+00:00,go_kitchen_sink,0,complete,1306,process_case
1307,get_water,0,2020-03-22 12:56:00+00:00,get_water,0,start,1307,process_case
1308,noise 20,0,2020-03-22 12:56:00+00:00,noise 20,0,complete,1308,process_case
1309,get_water,0,2020-03-22 12:56:00+00:00,get_water,0,complete,1309,process_case
1310,drink_water,0,2020-03-22 12:56:00+00:00,drink_water,0,start,1310,process_case
1311,noise 10,0,2020-03-22 12:56:00+00:00,noise 10,0,complete,1311,process_case
1312,drink_water,0,2020-03-22 12:57:00+00:00,drink_water,0,complete,1312,process_case
1313,go_wc,0,2020-03-22 12:57:00+00:00,go_wc,0,complete,1313,process_case
1314,go_wc,0,2020-03-22 12:58:00+00:00,go_wc,0,complete,1314,process_case
1315,wc_do,0,2020-03-22 12:58:00+00:00,wc_do,0,start,1315,process_case
1316,noise 10,0,2020-03-22 12:58:00+00:00,noise 10,0,complete,1316,process_case
1317,wc_do,0,2020-03-22 13:01:00+00:00,wc_do,0,complete,1317,process_case
1318,wc_flush,0,2020-03-22 13:01:00+00:00,wc_flush,0,start,1318,process_case
1319,noise 20,0,2020-03-22 13:01:00+00:00,noise 20,0,complete,1319,process_case
1320,wc_flush,0,2020-03-22 13:01:00+00:00,wc_flush,0,complete,1320,process_case
1321,go_bathroom_sink,0,2020-03-22 13:01:00+00:00,go_bathroom_sink,0,complete,1321,process_case
1322,wash_hands,0,2020-03-22 13:01:00+00:00,wash_hands,0,start,1322,process_case
1323,wash_hands,0,2020-03-22 13:01:00+00:00,wash_hands,0,complete,1323,process_case
1324,go_chair,0,2020-03-22 13:01:00+00:00,go_chair,0,complete,1324,process_case
1325,go_chair,0,2020-03-22 13:02:00+00:00,go_chair,0,complete,1325,process_case
1326,rest_in_chair,0,2020-03-22 13:02:00+00:00,rest_in_chair,0,start,1326,process_case
1327,noise 5,0,2020-03-22 13:02:00+00:00,noise 5,0,complete,1327,process_case
1328,rest_in_chair,0,2020-03-22 13:20:00+00:00,rest_in_chair,0,complete,1328,process_case
1329,go_chair,0,2020-03-22 13:20:00+00:00,go_chair,0,complete,1329,process_case
1330,rest_in_chair,0,2020-03-22 13:20:00+00:00,rest_in_chair,0,start,1330,process_case
1331,rest_in_chair,0,2020-03-22 13:40:00+00:00,rest_in_chair,0,complete,1331,process_case
1332,go_chair,0,2020-03-22 13:40:00+00:00,go_chair,0,complete,1332,process_case
1333,rest_in_chair,0,2020-03-22 13:40:00+00:00,rest_in_chair,0,start,1333,process_case
1334,rest_in_chair,0,2020-03-22 13:56:00+00:00,rest_in_chair,0,complete,1334,process_case
1335,go_bathroom_sink,0,2020-03-22 13:56:00+00:00,go_bathroom_sink,0,complete,1335,process_case
1336,wash_hands,0,2020-03-22 13:56:00+00:00,wash_hands,0,start,1336,process_case
1337,wash_hands,0,2020-03-22 13:56:00+00:00,wash_hands,0,complete,1337,process_case
1338,go_fridge,0,2020-03-22 13:56:00+00:00,go_fridge,0,complete,1338,process_case
1339,go_fridge,0,2020-03-22 13:57:00+00:00,go_fridge,0,complete,1339,process_case
1340,get_food_from_fridge,0,2020-03-22 13:57:00+00:00,get_food_from_fridge,0,start,1340,process_case
1341,noise 20,0,2020-03-22 13:57:00+00:00,noise 20,0,complete,1341,process_case
1342,get_food_from_fridge,0,2020-03-22 13:58:00+00:00,get_food_from_fridge,0,complete,1342,process_case
1343,go_kitchen_shelf,0,2020-03-22 13:58:00+00:00,go_kitchen_shelf,0,complete,1343,process_case
1344,get_bread,0,2020-03-22 13:58:00+00:00,get_bread,0,start,1344,process_case
1345,noise 20,0,2020-03-22 13:58:00+00:00,noise 20,0,complete,1345,process_case
1346,get_bread,0,2020-03-22 13:59:00+00:00,get_bread,0,complete,1346,process_case
1347,go_dining_table,0,2020-03-22 13:59:00+00:00,go_dining_table,0,complete,1347,process_case
1348,eat_cold_meal,0,2020-03-22 13:59:00+00:00,eat_cold_meal,0,start,1348,process_case
1349,noise 10,0,2020-03-22 13:59:00+00:00,noise 10,0,complete,1349,process_case
1350,eat_cold_meal,0,2020-03-22 14:31:00+00:00,eat_cold_meal,0,complete,1350,process_case
1351,go_kitchen_sink,0,2020-03-22 14:31:00+00:00,go_kitchen_sink,0,complete,1351,process_case
1352,put_plate_to_sink,0,2020-03-22 14:31:00+00:00,put_plate_to_sink,0,start,1352,process_case
1353,noise 20,0,2020-03-22 14:31:00+00:00,noise 20,0,complete,1353,process_case
1354,put_plate_to_sink,0,2020-03-22 14:31:00+00:00,put_plate_to_sink,0,complete,1354,process_case
1355,go_kitchen_shelf,0,2020-03-22 14:31:00+00:00,go_kitchen_shelf,0,complete,1355,process_case
1356,get_glass,0,2020-03-22 14:31:00+00:00,get_glass,0,start,1356,process_case
1357,noise 20,0,2020-03-22 14:31:00+00:00,noise 20,0,complete,1357,process_case
1358,get_glass,0,2020-03-22 14:31:00+00:00,get_glass,0,complete,1358,process_case
1359,go_kitchen_sink,0,2020-03-22 14:31:00+00:00,go_kitchen_sink,0,complete,1359,process_case
1360,get_water,0,2020-03-22 14:31:00+00:00,get_water,0,start,1360,process_case
1361,noise 20,0,2020-03-22 14:31:00+00:00,noise 20,0,complete,1361,process_case
1362,get_water,0,2020-03-22 14:32:00+00:00,get_water,0,complete,1362,process_case
1363,drink_water,0,2020-03-22 14:32:00+00:00,drink_water,0,start,1363,process_case
1364,noise 10,0,2020-03-22 14:32:00+00:00,noise 10,0,complete,1364,process_case
1365,drink_water,0,2020-03-22 14:34:00+00:00,drink_water,0,complete,1365,process_case
1366,go_chair,0,2020-03-22 14:34:00+00:00,go_chair,0,complete,1366,process_case
1367,rest_in_chair,0,2020-03-22 14:34:00+00:00,rest_in_chair,0,start,1367,process_case
1368,noise 5,0,2020-03-22 14:34:00+00:00,noise 5,0,complete,1368,process_case
1369,rest_in_chair,0,2020-03-22 14:51:00+00:00,rest_in_chair,0,complete,1369,process_case
1370,go_chair,0,2020-03-22 14:51:00+00:00,go_chair,0,complete,1370,process_case
1371,rest_in_chair,0,2020-03-22 14:51:00+00:00,rest_in_chair,0,start,1371,process_case
1372,go_entrace,0,2020-03-22 15:09:00+00:00,go_entrace,0,complete,1372,process_case
1373,interact_with_man,0,2020-03-22 15:09:00+00:00,interact_with_man,0,start,1373,process_case
1374,noise 20,0,2020-03-22 15:09:00+00:00,noise 20,0,complete,1374,process_case
1375,interact_with_man,0,2020-03-22 15:12:00+00:00,interact_with_man,0,complete,1375,process_case
1376,go_chair,0,2020-03-22 15:12:00+00:00,go_chair,0,complete,1376,process_case
1377,noise 5,0,2020-03-22 15:12:00+00:00,noise 5,0,complete,1377,process_case
1378,rest_in_chair,0,2020-03-22 15:14:00+00:00,rest_in_chair,0,complete,1378,process_case
1379,go_chair,0,2020-03-22 15:14:00+00:00,go_chair,0,complete,1379,process_case
1380,rest_in_chair,0,2020-03-22 15:14:00+00:00,rest_in_chair,0,start,1380,process_case
1381,rest_in_chair,0,2020-03-22 15:36:00+00:00,rest_in_chair,0,complete,1381,process_case
1382,go_chair,0,2020-03-22 15:36:00+00:00,go_chair,0,complete,1382,process_case
1383,rest_in_chair,0,2020-03-22 15:36:00+00:00,rest_in_chair,0,start,1383,process_case
1384,rest_in_chair,0,2020-03-22 15:57:00+00:00,rest_in_chair,0,complete,1384,process_case
1385,go_kitchen_shelf,0,2020-03-22 15:57:00+00:00,go_kitchen_shelf,0,complete,1385,process_case
1386,get_glass,0,2020-03-22 15:57:00+00:00,get_glass,0,start,1386,process_case
1387,noise 20,0,2020-03-22 15:57:00+00:00,noise 20,0,complete,1387,process_case
1388,get_glass,0,2020-03-22 15:57:00+00:00,get_glass,0,complete,1388,process_case
1389,go_kitchen_sink,0,2020-03-22 15:57:00+00:00,go_kitchen_sink,0,complete,1389,process_case
1390,go_kitchen_sink,0,2020-03-22 15:58:00+00:00,go_kitchen_sink,0,complete,1390,process_case
1391,get_water,0,2020-03-22 15:58:00+00:00,get_water,0,start,1391,process_case
1392,noise 20,0,2020-03-22 15:58:00+00:00,noise 20,0,complete,1392,process_case
1393,get_water,0,2020-03-22 15:58:00+00:00,get_water,0,complete,1393,process_case
1394,drink_water,0,2020-03-22 15:58:00+00:00,drink_water,0,start,1394,process_case
1395,noise 10,0,2020-03-22 15:58:00+00:00,noise 10,0,complete,1395,process_case
1396,drink_water,0,2020-03-22 15:59:00+00:00,drink_water,0,complete,1396,process_case
1397,go_chair,0,2020-03-22 15:59:00+00:00,go_chair,0,complete,1397,process_case
1398,rest_in_chair,0,2020-03-22 15:59:00+00:00,rest_in_chair,0,start,1398,process_case
1399,noise 5,0,2020-03-22 15:59:00+00:00,noise 5,0,complete,1399,process_case
1400,rest_in_chair,0,2020-03-22 16:19:00+00:00,rest_in_chair,0,complete,1400,process_case
1401,go_chair,0,2020-03-22 16:19:00+00:00,go_chair,0,complete,1401,process_case
1402,rest_in_chair,0,2020-03-22 16:19:00+00:00,rest_in_chair,0,start,1402,process_case
1403,rest_in_chair,0,2020-03-22 16:36:00+00:00,rest_in_chair,0,complete,1403,process_case
1404,go_chair,0,2020-03-22 16:36:00+00:00,go_chair,0,complete,1404,process_case
1405,rest_in_chair,0,2020-03-22 16:36:00+00:00,rest_in_chair,0,start,1405,process_case
1406,rest_in_chair,0,2020-03-22 17:00:00+00:00,rest_in_chair,0,complete,1406,process_case
1407,go_chair,0,2020-03-22 17:00:00+00:00,go_chair,0,complete,1407,process_case
1408,rest_in_chair,0,2020-03-22 17:00:00+00:00,rest_in_chair,0,start,1408,process_case
1409,rest_in_chair,0,2020-03-22 17:23:00+00:00,rest_in_chair,0,complete,1409,process_case
